Id	Text
2666	Bicarbonaturia
2667	Electron transfer flavoprotein-ubiquinone oxidoreductase defect
2668	Lacticaciduria
2669	Abnormality of glycoside metabolism
2670	Foam cells
2671	Recurrent myoglobinuria
2672	Cellular metachromasia
2673	Reduced dihydropyrimidine dehydrogenase activity
2674	Reduced activity of N-acetylglucosaminyltransferase II
2675	Decreased beta-glucocerebrosidase protein and activity
2676	Granular osmiophilic deposits (GROD) in cells
2677	Hypomethioninemia
2678	Amyotrophy of the musculature of the pelvis
2679	Onset
2680	Progressive
2681	Slow progression
2682	Rapidly progressive
2683	Pace of progression
2684	Nonprogressive
2685	Variable progression rate
2686	Large beaked nose
2687	Centrally nucleated skeletal muscle fibers
2688	Cytochrome C oxidase-negative muscle fibers
2689	Multiple mitochondrial DNA deletions
2690	Limb muscle weakness
2691	Scapular winging
2692	Distal amyotrophy
2693	Late-onset proximal muscle weakness
2694	Absent epiphysis of the distal phalanx of the 5th finger
2695	Scapuloperoneal amyotrophy
2696	Difficulty standing
2697	Generalized amyotrophy
2698	Proximal muscle weakness
2699	Scapuloperoneal weakness
2700	Calf muscle pseudohypertrophy
2701	Exercise-induced muscle cramps
2702	Skeletal muscle hypertrophy
2703	Muscle fiber necrosis
2704	Myofibrillar myopathy
2705	Generalized muscular appearance from birth
2706	Minimal subcutaneous fat
2707	Muscle mounding
2708	Generalized muscle hypertrophy
2709	Neck flexor weakness
2710	Shoulder girdle muscle atrophy
2711	Firm muscles
2712	Enteroviral dermatomyositis syndrome
2713	EMG: myotonic runs
2714	Quadriceps muscle weakness
2715	Thigh hypertrophy
2716	Autophagic vacuoles
2717	Mitochondrial myopathy
2718	Exercise-induced myalgia
2719	Myoclonic spasms
2720	Myotonia with warm-up phenomenon
2721	Congenital muscular dystrophy
2722	Genetic anticipation
2723	Genetic anticipation with paternal anticipation bias
2724	Sporadic
2725	Pelvic girdle muscle weakness
2726	Increased muscle fatiguability
2727	Episodic flaccid weakness
2728	Type 1 fibers relatively smaller than type 2 fibers
2729	Skeletal myopathy
2730	Reduced subcutaneous adipose tissue
2731	Hypoplasia of lymphatic vessels
2732	Percussion-induced rapid rolling muscle contractions
2733	Calcinosis
2734	Uterus didelphys
2735	Bruxism
2736	Nevus
2737	Psoriasiform dermatitis
2738	Periodic paralysis
2739	Pulp stones
2740	Stage 5 chronic kidney disease
2741	Pili torti
2742	Short mandibular rami
2743	Antegonial notching of mandible
2744	Excessive salivation
2745	Eunuchoid habitus
2746	Externally rotated/abducted legs
2747	Type 1 collagen overmodification
2748	Decreased CSF homovanillic acid
2749	Type 1 and type 2 muscle fiber minicore regions
2750	Minicore myopathy
2751	Deposits immunoreactive to beta-amyloid protein
2752	Short middle phalanx of toe
2753	Irregular iliac crest
2754	Limb-girdle muscle atrophy
2755	Nemaline bodies
2756	Marked delay in bone age
2757	Muscle abnormality related to mitochondrial dysfunction
2758	Type 1 muscle fiber predominance
2759	Rimmed vacuoles
2760	Abnormal muscle tone
2761	Reduced intrathoracic adipose tissue
2762	Late-onset distal muscle weakness
2763	Neonatal death
2764	Phenotypic variability
2765	Death in childhood
2766	Stillbirth
2767	Variable expressivity
2768	Incomplete penetrance
2769	Age-dependent penetrance
2770	Abnormality of the tibial plateaux
2771	Laterally deficient tibial plateaux
2772	Shoulder dislocation
2773	Shoulder subluxation
2774	Stippled calcification of the shoulder
2775	Soft-tissue ossification around the shoulders
2776	Abnormality of upper limb epiphysis morphology
2777	Delayed upper limb epiphyseal ossification
2778	Fragmented epiphyses of the upper limbs
2779	Irregular epiphyses of the upper limbs
2780	Round epiphyses of the upper limbs
2781	Small epiphyses of the upper limbs
2782	Wide epiphyseal plates of the upper limbs
2783	Cupped metaphyses of the upper limbs
2784	Flared upper limb metaphysis
2785	Upper-limb metaphyseal irregularity
2786	Lytic defects in metaphyses of the upper limbs
2787	Normal density transverse bands in metaphyses of the upper limbs
2788	Sclerosis with transverse striations in metaphyses of the upper limbs
2789	Sclerosis of metaphyses of the upper limbs
2790	Spurred metaphyses of the upper limbs
2791	Upper limb metaphyseal widening
2792	Cortical diaphyseal irregularity of the upper limbs
2793	Cortical diaphyseal thickening of the upper limbs
2794	Diaphyseal sclerosis of the upper limbs
2795	Broad diaphyses of the upper limbs
2796	Absent humerus
2797	Angulated humerus
2798	Bifid humerus
2799	Bowed humerus
2800	Coarse humeral trabeculae
2801	Humeral cortical irregularity
2802	Humeral cortical thickening
2803	Humeral cortical thinning
2804	Crumpled humerus
2805	Deformed humerus
2806	Humeral exostoses
2807	Humerus varus
2808	Humeral lytic defects
2809	Osteoporotic humerus
2810	Oval transradiancy of humerus
2811	Periosteal new bone of humerus
2812	Humeral pseudarthrosis
2813	Sclerotic foci of the humerus
2814	Humeral sclerosis
2815	Slender humerus
2816	Tapered humerus
2817	Triangular humerus
2818	Undermodeled humerus
2819	Wide humerus
2820	Abnormality of the humeral heads
2821	Flattened humeral heads
2822	Abnormality of the deltoid tuberosities
2823	Prominent deltoid tuberosities
2824	Abnormality of the humeral epiphysis
2825	Absent humeral epiphyseal ossification
2826	Advanced ossification of the humeral epiphysis
2827	Delayed humeral epiphyseal ossification
2828	Flattened humeral epiphyses
2829	Irregular humeral epiphyses
2830	Irregular ossification of the humeral epiphyses
2831	Large humeral epiphyses
2832	Round humeral epiphyses
2833	Small humeral epiphyses
2834	Stippled calcification of the humeral epiphyses
2835	Epiphyseal stippling of the humerus
2836	Broad humeral epiphyses
2837	Wide epiphyses of the upper limbs
2838	Abnormality of the humeral epiphyseal plate
2839	Broad humeral epiphyseal plate
2840	Abnormality of the humeral metaphyses
2841	Corner fracture of metaphysis
2842	Cortical subperiosteal resorption of humeral metaphyses
2843	Enlarged humeral metaphyses
2844	Flared humeral metaphysis
2845	Frayed humeral metaphyses
2846	Humeral metaphyseal irregularity
2847	Irregular ossification of humeral metaphyses
2848	Lytic defects of the humeral metaphysis
2849	Normal-density transverse humeral bands
2850	Pointed humeral metaphysis
2851	Sclerotic humeral metaphysis
2852	Sclerotic humeral metaphysis with longitudinal striations
2853	Sloping humeral metaphysis
2854	Laterally sloping humeral metaphysis
2855	Spurred humeral metaphysis
2856	Square humeral metaphysis
2857	Stippled calcification of humeral metaphysis
2858	Abnormality of the humeral diaphysis
2859	Cortical irregularity of humeral diaphysis
2860	Cortical thickening of humeral diaphysis
2861	Ground glass opacity of humeral diaphysis
2862	Lytic defects of humeral diaphysis
2863	Periosteal new bone of humeral diaphysis
2864	Sclerotic foci of humeral diaphysis
2865	Sclerosis of humeral diaphysis
2866	Slender humeral diaphysis
2867	Wide humeral diaphysis
2868	Synostosis involving the elbow
2869	Humeroulnar synostosis
2870	Osteoarthritis of the elbow
2871	Stippled calcification of the elbow
2872	Synovial chondromatosis of the elbow
2873	Abnormality of the joint spaces of the elbow
2874	Narrow joint spaces of the elbow
2875	Irregular articular surfaces of the elbow joints
2876	Abnormality of the epiphyses of the elbow
2877	Delayed elbow epiphyseal ossification
2878	Irregular epiphyses of the elbow
2879	Abnormality of the elbow metaphyses
2880	Flared elbow metaphyses
2881	Distal humeral metaphyseal irregularity
2882	Sclerotic foci of metaphyses of the elbow
2883	Absent forearm bone
2884	Angulated forearm bones
2885	Bone-in-a-bone appearance of forearm
2886	Bowed forearm bones
2887	Cortical thickening of the forearm bones
2888	Cross-fusion of the forearm bones
2889	Deformed forearm bones
2890	Exostoses of the forearm bones
2891	Fractured forearm bones
2892	Lytic defects of the forearm bones
2893	Osteoporotic forearm bones
2894	Pseudarthrosis of the forearm bones
2895	Sclerotic foci in forearm bones
2896	Sclerotic forearm bones
2897	Slender forearm bones
2898	Undermodelled forearm bones
2899	Broad forearm bones
2900	Wide radioulnar joints
2901	Absent radius
2902	obsolete Chevron-shaped/cone-shaped radius
2903	Constricted radius
2904	Deformed radius
2905	Fractured radius
2906	Lytic defects of the radius
2907	Pseudarthrosis of the radius
2908	Broad radius
2909	Aplasia of the ulna
2910	Posteriorly dislocated ulna
2911	Exostoses of the ulna
2912	Exostoses of the radius
2913	Fractured ulna
2914	Long ulna
2915	Notched ulna
2916	Pointed ulna
2917	Osteosclerosis of the ulna
2918	Slender ulna
2919	Broad ulna
2920	Dislocated wrist
2921	Abnormality of the radial head
2922	Flattened radial head
2923	Hypoplastic radial head
2924	Constricted radial neck
2925	Abnormality of radial epiphyses
2926	Cone-shaped distal radial epiphysis
2927	Medially deficient radial epiphyses
2928	Flattened radial epiphyses
2929	Medially flattened radial epiphyses
2930	Irregular radial epiphyses
2931	Large radial epiphyses
2932	Round radial epiphyses
2933	Sclerotic radial epiphyses
2934	Sloping radial epiphyses
2935	Medially sloping radial epiphyses
2936	Small radial epiphyses
2937	Premature fusion of the radial epiphyseal plates
2938	Medially fused radial epiphyseal plates
2939	Broad radial epiphyseal plate
2940	Abnormality of radial metaphyses
2941	Cupped radial metaphyses
2942	Exostoses of the radial metaphysis
2943	Flared radial metaphysis
2944	Radial metaphyseal irregularity
2945	Irregular ossification of the radial metaphysis
2946	Lytic defects of radial metaphysis
2947	Sclerotic radial metaphysis with longitudinal striations
2948	Sloping radial metaphysis
2949	Medially sloping radial metaphysis
2950	Spurred radial metaphysis
2951	Broad radial metaphysis
2952	Abnormality of radial diaphysis
2953	Spurs of radial diaphysis
2954	Lytic defects of radial diaphysis
2955	Patchy sclerosis of radial diaphysis
2956	Broad radial diaphysis
2957	Abnormality of the olecranon
2958	Curved olecranon
2959	Irregular olecranon
2960	Abnormality of the styloid process of ulna
2961	Long styloid process of ulna
2962	Abnormality of the ulnar epiphyses
2963	Bony spikule of ulnar epiphyseal plate
2964	Abnormality of ulnar metaphysis
2965	Corner fragments of ulnar metaphysis
2966	Cupped ulnar metaphysis
2967	Ulnar metaphyseal irregularity
2968	Lytic defects of ulnar metaphysis
2969	Pointed ulnar metaphysis
2970	Sloping ulnar metaphysis
2971	Spurred ulnar metaphysis
2972	Wide ulnar metaphysis
2973	Narrow joint spaces of wrist
2974	Decreased carpal angles of wrist
2975	Absent hand
2976	Advanced ossification of the hand bones
2977	Delayed ossification of the hand bones
2978	Dysharmonic maturation of the hand bones
2979	Sclerosis of hand bone
2980	Mitten deformity
2981	Hand monodactyly
2982	Radial club hand
2983	Trident hand
2984	obsolete Laterally deviated thumb phalanges
2985	obsolete Laterally deviated terminal thumb phalanx
2986	obsolete Advanced maturation/advanced ossification of terminal thumb phalanx epiphysis
2987	Curved fingers
2988	Deviation of finger
2989	Macrodactyly
2990	Abnormality of the 2nd finger
2991	obsolete Radially deviated index finger phalanges
2992	Midline nasal groove
2993	obsolete Radially displaced proximal index finger phalanx
2994	Midline defect of the nose
2995	Dimple on nasal tip
2996	obsolete Metaphyseal abnormality of middle phalanx of the 2nd finger
2997	obsolete Flared metaphysis of middle phalanx of index finger
2998	obsolete Radially deviated terminal index finger phalanx
2999	obsolete Duplication of terminal index finger phalanx
3000	Abnormality of the 3rd finger
3001	obsolete Overgrowth of middle finger
3002	obsolete Accessory middle-finger phalanges
3003	obsolete Periosteal new bone of middle finger phalanges
3004	obsolete Radially pointed middle finger phalanges
3005	obsolete Radially pointed proximal middle-finger phalanx
3006	Abnormality of the middle phalanx of the 3rd finger
3007	obsolete Accessory middle phalanx of middle finger
3008	obsolete Periosteal new bone of middle phalanx of middle-finger
3009	Short distal phalanx of the 3rd finger
3010	obsolete Abnormality of the epiphyses of the terminal phalanx of the middle finger
3011	obsolete Cone-shaped epiphysis of terminal phalanx of the middle finger
3012	obsolete Fused epiphysis of terminal phalanx of the middle finger
3013	obsolete Large epiphysis of terminal phalanx of the middle finger
3014	obsolete Prematurely fused epiphysis of terminal phalanx of the middle finger
3015	Abnormality of the 4th finger
3016	obsolete Bracket epiphyses of the 4th finger
3017	obsolete Expanded phalanges of the ring finger
3018	obsolete Hypoplastic phalanges of the ring finger
3019	Osteolytic defects of the phalanges of the 4th finger
3020	obsolete Short phalanges of the ring finger
3021	Symphalangism of the 4th finger
3022	obsolete Wide/broad phalanges of the ring finger
3023	obsolete Expanded proximal phalanx of the ring finger
3024	obsolete Lytic defects of the proximal phalanx of the ring finger
3025	obsolete Short proximal phalanx of the ring finger
3026	Abnormality of the 5th finger
3027	Clinodactyly of the 5th finger
3028	Abnormality of the phalanges of the 5th finger
3029	Curved phalanges of the 5th finger
3030	Osteolytic defects of the phalanges of the 5th finger
3031	Symphalangism of the 5th finger
3032	Abnormality of the middle phalanx of the 5th finger
3033	Short middle phalanx of the 5th finger
3034	Cone-shaped epiphysis of the distal phalanx of the 5th finger
3035	Ivory epiphysis of the distal phalanx of the 5th finger
3036	Abnormality of the epiphysis of the middle phalanx of the 5th finger
3037	Abnormality of the distal phalanx of the 5th finger
3038	Curved distal phalanx of the 5th finger
3039	Short distal phalanx of the 5th finger
3040	Subluxation of the proximal interphalangeal joint of the little finger
3041	Carpal bone aplasia
3042	Accessory carpal bones
3043	Advanced ossification of carpal bones
3044	Bone-in-a-bone appearance of carpal bones
3045	Comma-shaped carpal bones
3046	Irregular carpal bones
3047	Large carpal bones
3048	Lytic defects of carpal bones
3049	Proximally placed carpal bones
3050	Sclerotic foci within carpal bones
3051	Stippled calcification in carpal bones
3052	Broad carpal bones
3053	Abnormality of the scaphoid
3054	Accessory scaphoid
3055	Comma-shaped scaphoid
3056	Delayed ossification of the scaphoid
3057	Small scaphoid
3058	Abnormality of the lunate bone
3059	Accessory lunate
3060	Proximally placed lunate
3061	Lunate-triquetral fusion
3062	Abnormality of the trapezium
3063	Absent trapezium
3064	Delayed ossification of the trapezium
3065	Small trapezium
3066	Abnormality of the trapezoid bone
3067	Delayed ossification of the trapezoid bone
3068	Small trapezoid bone
3069	Abnormality of the hamate bone
3070	Large hamate bone
3071	Wide hamate bone
3072	Abnormality of the capitate bone
3073	Large capitate bone
3074	Narrow carpal joint spaces
3075	Narrow small joints of the hand
3076	Osteoarthritis of the small joints of the hand
3077	Subluxation of the small joints of the hand
3078	Cortical thickening of hand bones
3079	Cortical thinning of hand bones
3080	Cupped metaphyses of hand bones
3081	Deficient ossification of hand bones
3082	Duplication of hand bones
3083	Exostoses of hand bones
3084	Fractured hand bones
3085	Synostosis involving bones of the hand
3086	Short palm
3087	Irregular ossification of hand bones
3088	Irregular sclerosis of hand bones
3089	Narrow palm
3090	Notched hand bones
3091	Overmodelled hand bones
3092	Patchy sclerosis of hand bones
3093	Pointed hand bones
3094	Pseudoepiphyses of hand bones
3095	Sclerotic foci in hand bones
3096	Sclerosis of hand bones with transverse striations
3097	Stippled calcification of hand bones
3098	Undermodelled hand bones
3099	Synostosis of second metacarpal-trapezoid
3100	Subluxation of metacarpal phalangeal joints
3101	Abnormality of the gastric mucosa
3102	Abnormality of gastrointestinal vasculature
3103	Abnormality of the biliary system
3104	Abnormality of the abdominal wall
3105	Hernia of the abdominal wall
3106	Functional motor deficit
3107	Abnormality of muscle fibers
3108	Involuntary movements
3109	Abnormality of the endocardium
3110	Abnormal anatomic location of the heart
3111	Ventricular arrhythmia
3112	Ventricular preexcitation
3113	Abnormality of macrophages
3114	Abnormality of reticulocytes
3115	Decreased antibody level in blood
3116	IgG deficiency
3117	Decreased circulating aldosterone level
3118	Vaginal fistula
3119	Bladder fistula
3120	Short stature
3121	Abnormality of body weight
3122	Increased body weight
3123	Decreased body weight
3124	Cachexia
3125	Abnormality of the vitreous humor
3126	Abnormality of the anterior segment of the globe
3127	Abnormality of the posterior segment of the globe
3128	Increased skull ossification
3129	Decreased skull ossification
3130	Abnormality of lymphocytes
3131	Bone-marrow foam cells
3132	Dermal atrophy
3133	Myelin outfoldings
3134	Abnormality of amino acid metabolism
3135	Abnormality of aromatic amino acid family metabolism
3136	Abnormality of sulfur amino acid metabolism
3137	Abnormality of vitamin B metabolism
3138	Abnormality of vitamin B12 metabolism
3139	Abnormality of galactoside metabolism
3140	Abnormality of glycosphingolipid metabolism
3141	Abnormality of cerebrosidase metabolism
3142	Abnormality of ganglioside metabolism
3143	Weakness of muscles of respiration
3144	Abnormality of bone mineral density
3145	Reduced bone mineral density
3146	Abnormality of purine metabolism
3147	Abnormality of pyrimidine metabolism
3148	Abnormality of carboxylic acid metabolism
3149	Abnormality of proteoglycan metabolism
3150	Abnormality of lysosomal metabolism
3151	Abnormality of leucine metabolism
3152	Abnormality of superoxide metabolism
3153	Abnormality of fatty-acid metabolism
3154	Abnormality of acid-base homeostasis
3155	Abnormality of circulating leptin level
3156	Abnormality of enteric ganglion morphology
3157	Abnormality of calcium homeostasis
3158	Abnormality of nitrogen compound homeostasis
3159	Abnormality of tryptophan metabolism
3160	Abnormality of glycolysis
3161	Abnormality of glycoprotein metabolism
3162	Increased purine levels
3163	Decreased purine levels
3164	Abnormality of temperature regulation
3165	Abnormality of glycosaminoglycan metabolism
3166	Reduced consciousness/confusion
3167	Focal dystonia
3168	Hemiplegia/hemiparesis
3169	Neoplasm of the nervous system
3170	Neuroblastic tumors
3171	Hematological neoplasm
3172	Abnormality of the anus
3173	Abnormality of alkaline phosphatase activity
3174	Aortic valve calcification
3175	Supravalvular aortic stenosis
3176	Mitral valve calcification
3177	Hypoplastic left heart
3178	Type I truncus arteriosus
3179	Protracted diarrhea
3180	Gastrointestinal inflammation
3181	Enterocolitis
3182	Microcolon
3183	Intestinal pseudo-obstruction
3184	Hamartomatous polyposis
3185	Prune belly
3186	Multiple gastric polyps
3187	Malnutrition
3188	Poor appetite
3189	Ectopic anus
3190	Peptic ulcer
3191	Congenital pyloric atresia
3192	Abnormality of the pylorus
3193	Meconium ileus
3194	Proximal esophageal atresia
3195	Abnormal nipple morphology
3196	Prominent nipples
3197	"Spontaneous, recurrent epistaxis"
3198	Bony paranasal bossing
3199	Abnormality of the sense of smell
3200	Hyposmia
3201	Deviated nasal septum
3202	Abnormality of the pulmonary artery
3203	Pulmonary artery stenosis
3204	Precocious atherosclerosis
3205	Intermittent claudication
3206	Thrombophlebitis
3207	Recurrent thrombophlebitis
3208	Arterial thrombosis
3209	Elevated systolic blood pressure
3210	Biparietal narrowing
3211	Cranium bifidum occultum
3212	Flat forehead
3213	Abnormality of the cheek
3214	Elfin facies
3215	Recurrent viral infections
3216	Severe combined immunodeficiency
3217	Complement deficiency
3218	Agammaglobulinemia
3219	Secretory IgA deficiency
3220	C8 deficiency
3221	Cranial hyperostosis
3222	Hyperostosis frontalis interna
3223	Craniofacial dysostosis
3224	Coronal craniosynostosis
3225	Sagittal craniosynostosis
3226	Lambdoidal craniosynostosis
3227	Spherocytosis
3228	Elliptocytosis
3229	Stomatocytosis
3230	Poikilocytosis
3231	Fulminant hepatic failure
3232	Preauricular skin furrow
3233	Postauricular skin tag
3234	Abnormality of the middle ear ossicles
3235	Overfolding of the superior helices
3236	Abnormal middle ear reflexes
3237	Dilatated internal auditory canal
3238	Exostosis of the external auditory canal
3239	Congenital earlobe sinuses
3240	Absent brainstem auditory responses
3241	Postauricular pit
3242	Prolonged brainstem auditory evoked potentials
3243	Preauricular pit
3244	Anomalous tracheal cartilage
3245	Chronic bronchitis
3246	Atretic occipital cephalocele
3247	Aplasia cutis congenita over the scalp vertex
3248	Mandibular hyperostosis
3249	Persistent open anterior fontanelle
3250	Aplasia cutis congenita over parietal area
3251	Ethmoidal encephalocele
3252	Progressive macrocephaly
3253	Relative macrocephaly
3254	Craniofacial asymmetry
3255	Cessation of head growth
3256	Acrobrachycephaly
3257	Macrocephaly at birth
3258	Calvarial hyperostosis
3259	Large posterior fontanelle
3260	Widely patent fontanelles and sutures
3261	Craniofacial hyperostosis
3262	Thin anteverted nares
3263	Posterior choanal atresia
3264	Chronic rhinitis due to narrow nasal airway
3265	Bilateral choanal atresia
3266	Pancreatic islet-cell hyperplasia
3267	Long eyebrows
3268	Temporal hypotrichosis
3269	Large clumps of pigment irregularly distributed along hair shaft
3270	Generalized hypotrichosis
3271	"Atrophic, patchy alopecia"
3272	Sacral hypertrichosis
3273	Anterior cervical hypertrichosis
3274	"Congenital, generalized hypertrichosis"
3275	Pointed frontal hairline
3276	Scarring alopecia of scalp
3277	Generalized hypertrichosis
3278	Anterior vertebral fusion
3279	Cervical platyspondyly
3280	Beaking of vertebral bodies T12-L3
3281	Increased spinal bone density
3282	Severe platyspondyly
3283	Pear-shaped vertebrae
3284	Beaking of vertebral bodies
3285	Increased vertebral height
3286	Widening of cervical spinal canal
3287	Anterior wedging of T11
3288	Fusion of midcervical facet joints
3289	Sclerotic vertebral endplates
3290	Anterior scalloping of vertebral bodies
3291	Increased anterior vertebral height
3292	Irregularity of vertebral bodies
3293	Biconcave vertebral bodies
3294	Dysplasia of second lumbar vertebra
3295	Hypoplastic sacrum
3296	Disc-like vertebral bodies
3297	Thoracic platyspondyly
3298	Hump-shaped mound of bone in central and posterior portions of vertebral endplate
3299	Supernumerary vertebral ossification centers
3300	Absent or minimally ossified vertebral bodies
3301	Spina bifida occulta at L5
3302	Cervical C2/C3 vertebral fusion
3303	Hyperconvex vertebral body endplates
3304	Absent vertebral body mineralization
3305	Unossified vertebral bodies
3306	Anterior beaking of lower thoracic vertebrae
3307	Anteriorly placed odontoid process
3308	Patchy distortion of vertebrae
3309	Lumbar spinal canal stenosis
3310	Anterior concavity of thoracic vertebrae
3311	Spina bifida occulta at S1
3312	Cleft vertebral arch
3313	Butterfly vertebral arch
3314	Sandwich appearance of vertebral bodies
3315	Lumbar kyphoscoliosis
3316	Enlarged vertebral pedicles
3317	Progressive intervertebral space narrowing
3318	Biconvex vertebral bodies
3319	Lumbar scoliosis
3320	Small cervical vertebral bodies
3321	Anterior beaking of thoracic vertebrae
3322	Decreased cervical spine flexion due to contractures of posterior cervical muscles
3323	Cervical segmentation defect
3324	Lower thoracic kyphosis
3325	Cuboid-shaped vertebral bodies
3326	Cervical C5/C6 vertebrae fusion
3327	Decreased cervical spine mobility
3328	Elevated amniotic fluid alpha-fetoprotein
3329	Hypoplasia of the nasal bone
3330	Hypoplasia of facial musculature
3331	Frontalis muscle weakness
3332	Facial midline hemangioma
3333	Decreased facial expression
3334	Prominent supraorbital arches in adult
3335	Large tarsal bones
3336	Deep longitudinal plantar crease
3337	Talipes valgus
3338	Short third metatarsal
3339	Irregular tarsal bones
3340	Short fourth metatarsal
3341	Thickened Achilles tendon
3342	2-3 toe syndactyly
3343	4-5 toe syndactyly
3344	Calcaneal epiphyseal stippling
3345	Talipes cavus equinovarus
3346	Osteoporotic metatarsal
3347	Short fifth metatarsal
3348	Renal malrotation
3349	Reversible renal failure
3350	Axial malrotation of the kidney
3351	Hyperechogenic kidneys
3352	Thickening of the glomerular basement membrane
3353	Calcium nephrolithiasis
3354	Impaired renal concentrating ability
3355	Acute tubulointerstitial nephritis
3356	Impaired renal uric acid clearance
3357	Renal cortical microcysts
3358	Crossed fused renal ectopia
3359	Global glomerulosclerosis
3360	Abnormality of the renal collecting system
3361	Chronic tubulointerstitial nephritis
3362	Glomerular subendothelial electron-dense deposits
3363	Atrial flutter
3364	Paroxysmal ventricular tachycardia
3365	Congenital atrioventricular dissociation
3366	Permanent atrial fibrillation
3367	Supraventricular tachycardia
3368	Ventricular tachycardia
3369	Paroxysmal atrial fibrillation
3370	Effort-induced polymorphic ventricular tachycardias
3371	obsolete Nodular calcific aortic valve disease
3372	obsolete Congenital septal defect
3373	Post-angioplasty coronary artery restenosis
3374	Hypoplasia of right ventricle
3375	Paroxysmal supraventricular tachycardia
3376	Myxomatous mitral valve degeneration
3377	Sparse anterior scalp hair
3378	Premature graying of body hair
3379	Brittle scalp hair
3380	Elbow hypertrichosis
3381	Hypotrichosis of the scalp
3382	Duodenal polyposis
3383	Juvenile gastrointestinal polyposis
3384	Malrotation of colon
3385	Jejunal diverticula
3386	Fulminant hepatitis
3387	Intestinal lymphedema
3388	Lactose intolerance
3389	Hypoplasia of the small intestine
3390	Esophageal ulceration
3391	Rectoperineal fistula
3392	Malrotation of small bowel
3393	Hamartomatous stomach polyps
3394	Gastrointestinal obstruction
3395	Multiple small bowel atresias
3396	Recurrent infection of the gastrointestinal tract
3397	Jejunoileal diverticula
3398	Duodenal diverticula
3399	Episodic hemolytic anemia
3400	Congenital hemolytic anemia
3401	Acute myeloid leukemia
3402	Neonatal alloimmune thrombocytopenia
3403	Congenital hypoplastic anemia
3404	Pre-B-cell acute lymphoblastic leukemia
3405	Post-transfusion thrombocytopenia
3406	Fava bean-induced hemolytic anemia
3407	Drug-sensitive hemolytic anemia
3408	Paroxysmal nocturnal hemoglobinuria
3409	Normocytic hypoplastic anemia
3410	Acute myelomonocytic leukemia
3411	Hypersegmentation of neutrophil nuclei
3412	Atypical elliptocytosis
3413	Anisopoikilocytosis
3414	Increased hemoglobin oxygen affinity
3415	Folate-unresponsive megaloblastic anemia
3416	Refractory anemia with ringed sideroblasts
3417	Recurrent thromboembolism
3418	Microspherocytosis
3419	Acute promyelocytic leukemia
3420	Pyropoikilocytosis
3421	Hypochromic microcytic anemia
3422	Reduced factor XII activity
3423	Coombs-positive hemolytic anemia
3424	Acute monocytic leukemia
3425	Prolonged bleeding after surgery
3426	Ph-positive acute lymphoblastic leukemia
3427	Recurrent deep vein thrombosis
3428	Folate-responsive megaloblastic anemia
3429	Reduced leukocyte alkaline phosphatase
3430	Intermittent thrombocytopenia
3431	Reduced protein S activity
3432	Normochromic microcytic anemia
3433	Hyperchromic macrocytic anemia
3434	Amegakaryocytic thrombocytopenia
3435	Thiamine-responsive megaloblastic anemia
3436	Refractory macrocytic anemia
3437	Compensated hemolytic anemia
3438	Refractory sideroblastic anemia
3439	Impaired ADP-induced platelet aggregation
3440	Chronic hemolytic anemia
3441	Perineal fistula
3442	Incisional hernia
3443	Neonatal inspiratory stridor
3444	Spontaneous neonatal pneumothorax
3445	Intercostal muscle weakness
3446	Intermittent hyperventilation
3447	Respiratory infections in early life
3448	Episodic hypoventilation
3449	Episodic respiratory distress
3450	Congenital laryngeal stridor
3451	Respiratory failure requiring assisted ventilation
3452	Intermittent episodes of respiratory insufficiency due to muscle weakness
3453	Elevated pulmonary artery pressure
3454	Recurrent infections due to aspiration
3455	Laryngotracheal stenosis
3456	Stress/infection-induced lactic acidosis
3457	Persistent lactic acidosis
3458	Severe lactic acidosis
3459	Exercise-induced lactic acidemia
3460	Congenital lactic acidosis
3461	Maturity-onset diabetes of the young
3462	Vitamin A deficiency
3463	Hypernatremic dehydration
3464	Hypokalemic hypochloremic metabolic alkalosis
3465	Bicarbonate-wasting renal tubular acidosis
3466	Episodic metabolic acidosis
3467	Hypophosphatemic rickets
3468	Intermittent lactic acidemia
3469	Recurrent infantile hypoglycemia
3470	Impairment of galactose metabolism
3471	Generalized distal tubular acidosis
3472	Hyperchloremic metabolic acidosis
3473	Galactose intolerance
3474	Phenylpyruvic acidemia
3475	Abnormality of magnesium homeostasis
3476	Atypical hyperphenylalaninemia
3477	Hyperphenylalaninemia
3478	Abnormal oral glucose tolerance
3479	Chronic lactic acidosis
3480	Orthostatic hypotension due to autonomic dysfunction
3481	Pulmonary artery dilatation
3482	obsolete Peripheral arterial stenosis
3483	Coronary atherosclerosis
3484	Abnormality of the pulmonary vasculature
3485	Arteriosclerosis of small cerebral arteries
3486	Ascending aortic dissection
3487	Vascular calcification
3488	Pulmonary artery atresia
3489	Venous thrombosis
3490	Pulmonary artery aneurysm
3491	Tortuous cerebral arteries
3492	Generalized arterial calcification
3493	Extrahepatic portal hypertension
3494	Aortic aneurysm
3495	Accelerated atherosclerosis
3496	Dilatation of the cerebral artery
3497	Extracranial internal carotid artery dissection
3498	Arteriovenous fistula
3499	Vascular tortuosity
3500	Peripheral arterial stenosis
3501	Pulmonary arteriovenous fistulas
3502	Dilatation of abdominal aorta
3503	Dilatation of the descending aortic
3504	Generalized arterial tortuosity
3505	Dilatation of the descending thoracic aorta
3506	Absent pulmonary artery
3507	Pulmonary artery sling
